# NativeCalendarHolidays TSV v1: YYYYMMDD<TAB>isOffDay(1/0)<TAB>name
# Only dates explicitly present in the source are marked. Missing dates are not classified.
20260502	1	劳动节
20260503	1	劳动节
20260504	1	劳动节
20260505	1	劳动节
20260509	0	劳动节
20260619	1	端午节
20260620	1	端午节
20260621	1	端午节
20260920	0	国庆节
20260925	1	中秋节
20260926	1	中秋节
20260927	1	中秋节
20261001	1	国庆节
20261002	1	国庆节
20261003	1	国庆节
20261004	1	国庆节
20261005	1	国庆节
20261006	1	国庆节
20261007	1	国庆节
20261010	0	国庆节
